date,price
5/3/2021,64.46
5/4/2021,65.72
5/5/2021,65.63
5/6/2021,64.73
5/7/2021,64.96
5/10/2021,64.92
5/11/2021,65.31
5/12/2021,65.96
5/13/2021,63.82
5/14/2021,65.32
5/17/2021,66.24
5/18/2021,65.49
5/19/2021,63.28
5/20/2021,61.95
5/21/2021,63.61
5/24/2021,66.13
5/25/2021,66.27
5/26/2021,66.41
5/27/2021,66.87
5/28/2021,66.31
6/1/2021,67.8
6/2/2021,68.79
6/3/2021,68.81
6/4/2021,69.57
6/7/2021,69.21
6/8/2021,70.11
6/9/2021,69.9
6/10/2021,70.34
6/11/2021,71
6/14/2021,70.94
6/15/2021,72.06
6/16/2021,72.03
6/17/2021,71.06
6/18/2021,71.64
6/21/2021,73.64
6/22/2021,73.15
6/23/2021,73.11
6/24/2021,73.31
6/25/2021,74.21
6/28/2021,72.98
6/29/2021,73.14
6/30/2021,73.52
7/1/2021,75.33
7/2/2021,75.37
7/5/2021,75.16
7/6/2021,73.62
7/7/2021,72.22
7/8/2021,72.98
7/9/2021,74.56
7/12/2021,74.21
7/13/2021,75.24
7/14/2021,73.06
7/15/2021,71.67
7/16/2021,71.76
7/19/2021,66.45
7/20/2021,67.32
7/21/2021,70.26
7/22/2021,72.15
7/23/2021,72.24
7/26/2021,72.15
7/27/2021,71.68
7/28/2021,72.37
7/29/2021,73.62
7/30/2021,73.93
8/2/2021,71.31
8/3/2021,70.64
8/4/2021,68.19
8/5/2021,69.1
8/6/2021,68.26
8/9/2021,66.56
8/10/2021,68.33
8/11/2021,69.3
8/12/2021,69.12
8/13/2021,68.36
8/16/2021,67.44
8/17/2021,66.5
8/18/2021,65.36
8/19/2021,63.69
8/20/2021,62.25
8/23/2021,65.65
8/24/2021,67.5
8/25/2021,68.54
8/26/2021,67.42
8/27/2021,68.84
8/30/2021,69.28
8/31/2021,68.43
9/1/2021,68.63
9/2/2021,70.07
9/3/2021,69.34
9/6/2021,69.29
9/7/2021,68.49
9/8/2021,69.36
9/9/2021,68.26
9/10/2021,69.82
9/13/2021,70.54
9/14/2021,70.53
9/15/2021,72.59
9/16/2021,72.69
9/17/2021,72.09
9/20/2021,70.41
9/21/2021,70.51
9/22/2021,72.37
9/23/2021,73.43
9/24/2021,74.18
9/27/2021,75.54
9/28/2021,75.44
9/29/2021,75.06
9/30/2021,75.22
10/1/2021,76.01
10/4/2021,77.68
10/5/2021,79.17
10/6/2021,77.66
10/7/2021,78.46
10/8/2021,79.55
10/11/2021,80.64
10/12/2021,80.75
10/13/2021,80.67
10/14/2021,81.43
10/15/2021,82.39
10/18/2021,82.62
10/19/2021,83.19
10/20/2021,84.4
10/21/2021,82.64
10/22/2021,84.53
10/25/2021,84.64
10/26/2021,85.64
10/27/2021,82.66
10/28/2021,82.78
10/29/2021,83.5
11/1/2021,84.08
11/2/2021,83.91
11/3/2021,80.82
11/4/2021,78.88
11/5/2021,81.25
11/8/2021,81.96
11/9/2021,84.12
11/10/2021,81.23
11/11/2021,81.47
11/12/2021,80.87
11/15/2021,80.85
11/16/2021,80.76
11/17/2021,78.32
11/18/2021,78.92
11/19/2021,76.11
11/22/2021,76.74
11/23/2021,78.32
11/24/2021,78.32
11/26/2021,68.15
11/29/2021,69.88
11/30/2021,66.14
12/1/2021,65.44
12/2/2021,66.6
12/3/2021,66.39
12/6/2021,69.62
12/7/2021,71.94
12/8/2021,72.43
12/9/2021,70.87
12/10/2021,71.71
12/13/2021,71.19
12/14/2021,70.57
12/15/2021,70.89
12/16/2021,72.34
12/17/2021,70.93
12/20/2021,68.69
12/21/2021,71.1
12/22/2021,72.82
12/23/2021,73.89
12/24/2021,73.79
12/26/2021,73.79
12/27/2021,75.49
12/28/2021,76.01
12/29/2021,76.58
12/30/2021,76.83
12/31/2021,75.33
1/3/2022,75.99
1/4/2022,77
1/5/2022,77.83
1/6/2022,79.47
1/7/2022,79
1/10/2022,78.11
1/11/2022,81.17
1/12/2022,82.51
1/13/2022,81.97
1/14/2022,83.82
1/18/2022,85.42
1/19/2022,86.84
1/20/2022,86.29
1/21/2022,85.16
1/24/2022,84.48
1/25/2022,86.61
1/26/2022,88.33
1/27/2022,87.61
1/28/2022,87.67
1/31/2022,89.16
2/1/2022,88.22
2/2/2022,88.16
2/3/2022,90.17
2/4/2022,92.27
2/7/2022,91.25
2/8/2022,89.32
2/9/2022,89.57
2/10/2022,89.83
2/11/2022,93.1
2/14/2022,95.52
2/15/2022,92.07
2/16/2022,93.83
2/17/2022,91.78
2/18/2022,91.26
2/21/2022,90.554
2/22/2022,92.11
2/23/2022,92.14
2/24/2022,92.77
2/25/2022,91.68
2/28/2022,96.13
3/1/2022,103.66
3/2/2022,110.74
3/3/2022,107.69
3/4/2022,115.77
3/7/2022,119.26
3/8/2022,123.64
3/9/2022,108.81
3/10/2022,105.93
3/11/2022,109.31
3/14/2022,103.22
3/15/2022,96.42
3/16/2022,94.85
3/17/2022,102.97
3/18/2022,104.69
3/21/2022,112.14
3/22/2022,111.03
3/23/2022,114.89
3/24/2022,114.2
3/25/2022,116.2
3/28/2022,107.55
3/29/2022,104.25
3/30/2022,107.81
3/31/2022,100.53
4/1/2022,99.32
4/4/2022,103.29
4/5/2022,101.98
4/6/2022,96.39
4/7/2022,96.05
4/8/2022,98.35
4/11/2022,94.22
4/12/2022,100.52
4/13/2022,104.26
4/14/2022,106.84
4/15/2022,106.95
4/18/2022,108.24
4/19/2022,102.54
4/20/2022,102.56
4/21/2022,103.89
4/22/2022,102.86
4/25/2022,99.6
4/26/2022,102.62
4/27/2022,101.96
4/28/2022,105.47
4/29/2022,104.59
5/2/2022,105.18
5/3/2022,102.53
5/4/2022,107.84
5/5/2022,108.17
5/6/2022,109.72
5/9/2022,103.08
5/10/2022,99.74
5/11/2022,105.5
5/12/2022,106.15
5/13/2022,110.52
5/16/2022,114.07
5/17/2022,112.31
5/18/2022,109.67
5/19/2022,112.21
5/20/2022,112.63
5/23/2022,110.32
5/24/2022,112.55
5/25/2022,112.88
5/26/2022,116.19
5/27/2022,114.96
5/31/2022,114.38
6/1/2022,115.26
6/2/2022,116.88
6/3/2022,118.97
6/6/2022,118.41
6/7/2022,119.55
6/8/2022,121.94
6/9/2022,121.52
6/10/2022,120.73
6/13/2022,120.92
6/14/2022,118.92
6/15/2022,115.32
6/16/2022,117.56
6/17/2022,109.56
6/20/2022,108.618
6/21/2022,110.49
6/22/2022,106.22
6/23/2022,105.75
6/24/2022,109.07
6/27/2022,111.44
6/28/2022,113.66
6/29/2022,111.65
6/30/2022,107.76
7/1/2022,110.3
7/2/2022,108.43
7/3/2022,108.43
7/4/2022,108.1883
7/5/2022,101.55
7/6/2022,100.31
7/7/2022,104.62
7/8/2022,106.78
7/9/2022,104.79
7/10/2022,104.79
7/11/2022,106.09
7/12/2022,97.69
7/13/2022,98.44
7/14/2022,97.79
7/15/2022,99.59
7/16/2022,97.59
7/17/2022,97.59
7/18/2022,104.48
7/19/2022,106.12
7/20/2022,104.45
7/21/2022,98.44
7/22/2022,97.71
7/25/2022,99.83
7/26/2022,97.74
7/27/2022,100.03
7/28/2022,99.11
7/29/2022,101.31
8/1/2022,96.59
8/2/2022,97.14
8/3/2022,93.25
8/4/2022,91.29
8/5/2022,91.77
8/8/2022,93.52
8/9/2022,93.18
8/10/2022,94.68
8/11/2022,97.02
8/12/2022,94.86
8/15/2022,92.24
8/16/2022,89.23
8/17/2022,90.85
8/18/2022,93.2
8/19/2022,93.55
8/22/2022,93.42
8/23/2022,96.46
8/24/2022,95.52
8/25/2022,93.33
8/26/2022,93.63
8/29/2022,97.4
8/30/2022,92.08
8/31/2022,90.09
9/1/2022,87.09
9/2/2022,87.29
9/5/2022,89.03
9/6/2022,87.35
9/7/2022,82.5
9/8/2022,84.04
9/9/2022,87.27
9/12/2022,88.18
9/13/2022,87.84
9/14/2022,88.88
9/15/2022,85.72
9/16/2022,85.57
9/19/2022,86.15
9/20/2022,84.69
9/21/2022,83.38
9/22/2022,84.02
9/23/2022,79.07
9/26/2022,77.17
9/27/2022,78.91
9/28/2022,82.61
9/29/2022,81.78
9/30/2022,79.91
10/3/2022,84.05
10/4/2022,86.87
10/5/2022,88.22
10/6/2022,88.9
10/7/2022,93.07
10/10/2022,91.6
10/11/2022,89.75
10/12/2022,87.83
10/13/2022,89.59
10/14/2022,86.1
10/17/2022,86
10/18/2022,83.29
10/19/2022,86
10/20/2022,86.02
10/21/2022,85.47
10/24/2022,86.12
10/25/2022,86.93
10/26/2022,89.39
10/27/2022,89.06
10/28/2022,87.85
10/31/2022,86.54
11/1/2022,88.36
11/2/2022,90.06
11/3/2022,88.14
11/4/2022,92.58
11/7/2022,91.8
11/8/2022,88.8
11/9/2022,85.79
11/10/2022,86.52
11/11/2022,89.14
11/14/2022,85.85
11/15/2022,86.87
11/16/2022,85.62
11/17/2022,81.69
11/18/2022,80.07
11/21/2022,79.74
11/22/2022,80.83
11/23/2022,77.93
11/24/2022,77.96
11/25/2022,76.45
11/28/2022,77.1
11/29/2022,77.96
11/30/2022,80.48
12/1/2022,81.06
12/2/2022,79.86
12/5/2022,76.83
12/6/2022,74.21
12/7/2022,71.93
12/8/2022,71.3
12/9/2022,71.05
12/12/2022,72.96
12/13/2022,75.44
12/14/2022,77.14
12/15/2022,75.89
12/16/2022,74.19
12/19/2022,75.05
12/20/2022,75.92
12/21/2022,78.17
12/22/2022,77.68
12/23/2022,79.57
12/26/2022,79.56
12/27/2022,79.45
12/28/2022,78.89
12/29/2022,78.43
12/30/2022,80.16
1/2/2023,80.26
1/3/2023,76.87
1/4/2023,72.82
1/5/2023,73.61
1/6/2023,73.77
1/9/2023,74.69
1/10/2023,75.11
1/11/2023,77.46
1/12/2023,78.32
1/13/2023,79.9
1/16/2023,78.85
1/17/2023,80.25
1/18/2023,79.53
1/19/2023,80.31
1/20/2023,81.27
1/23/2023,81.62
1/24/2023,79.86
1/25/2023,79.78
1/26/2023,80.64
1/27/2023,79.73
1/30/2023,77.97
1/31/2023,78.95
2/1/2023,76.34
2/2/2023,75.87
2/3/2023,73.4
2/6/2023,74.11
2/7/2023,77.17
2/8/2023,78.47
2/9/2023,78.04
2/10/2023,79.74
2/13/2023,80.14
2/14/2023,79.08
2/15/2023,78.57
2/16/2023,78.45
2/17/2023,76.31
2/20/2023,77.13
2/21/2023,76.28
2/22/2023,73.95
2/23/2023,75.26
2/24/2023,76.19
2/27/2023,75.57
2/28/2023,76.88
3/1/2023,77.57
3/2/2023,78.05
3/3/2023,79.62
3/6/2023,80.39
3/7/2023,77.45
3/8/2023,76.56
3/9/2023,75.6
3/10/2023,76.55
3/13/2023,74.68
3/14/2023,71.18
3/15/2023,67.38
3/16/2023,68.15
3/17/2023,66.61
3/20/2023,67.56
3/21/2023,69.4
3/22/2023,70.71
3/23/2023,69.77
3/24/2023,69.22
3/27/2023,72.87
3/28/2023,73.12
3/29/2023,72.95
3/30/2023,74.32
3/31/2023,75.68
4/3/2023,80.4
4/4/2023,80.7
4/5/2023,80.69
4/6/2023,80.7
4/7/2023,80.7
4/10/2023,79.79
4/11/2023,81.54
4/12/2023,83.26
4/13/2023,82.16
4/14/2023,82.58
4/17/2023,80.93
4/18/2023,80.85
4/19/2023,79.18
4/20/2023,77.27
4/21/2023,77.86
4/24/2023,78.64
4/25/2023,77.05
4/26/2023,74.33
4/27/2023,74.77
4/28/2023,76.78
5/1/2023,75.65
5/2/2023,71.71
5/3/2023,68.62
5/4/2023,68.52
5/5/2023,71.32
5/8/2023,73.13
5/9/2023,73.68
5/10/2023,72.53
5/11/2023,70.81
5/12/2023,70.02
5/15/2023,71.07
5/16/2023,70.85
5/17/2023,72.78
5/18/2023,71.82
5/19/2023,71.57
5/22/2023,71.81
5/23/2023,72.87
5/24/2023,74.37
5/25/2023,71.68
5/26/2023,72.35
5/29/2023,72.94
5/30/2023,69.45
5/31/2023,68.11
6/1/2023,70.09
6/2/2023,71.76
6/5/2023,72.14
6/6/2023,71.71
6/7/2023,72.52
6/8/2023,71.28
6/9/2023,70.16
6/12/2023,67.08
6/13/2023,69.39
6/14/2023,68.22
6/15/2023,70.61
6/16/2023,71.81
6/19/2023,71.29
6/20/2023,70.94
6/21/2023,72.55
6/22/2023,69.22
6/23/2023,68.91
6/26/2023,69.09
6/27/2023,67.68
6/28/2023,69.54
6/29/2023,69.85
6/30/2023,70.66
7/3/2023,69.71
7/4/2023,71.05
7/5/2023,71.78
7/6/2023,71.76
7/7/2023,73.91
7/10/2023,73.05
7/11/2023,74.87
7/12/2023,75.77
7/13/2023,76.86
7/14/2023,75.44
7/17/2023,74.17
7/18/2023,75.76
7/19/2023,75.4
7/20/2023,75.65
7/21/2023,77.06
7/24/2023,78.81
7/25/2023,79.76
7/26/2023,79.11
7/27/2023,80.17
7/28/2023,80.55
7/31/2023,81.8
8/1/2023,81.37
8/2/2023,79.5
8/3/2023,81.56
8/4/2023,82.76
8/7/2023,81.94
8/8/2023,82.94
8/9/2023,84.35
8/10/2023,82.81
8/11/2023,83.17
8/14/2023,82.5
8/15/2023,81.06
8/16/2023,79.4
8/17/2023,80.43
8/18/2023,81.25
8/21/2023,80.71
8/22/2023,80.25
8/23/2023,78.91
8/24/2023,79.52
8/25/2023,80.47
8/28/2023,80.65
8/29/2023,81.14
8/30/2023,81.64
8/31/2023,83.55
9/1/2023,85.52
9/4/2023,85.84
9/5/2023,86.74
9/6/2023,87.55
9/7/2023,86.87
9/8/2023,87.51
9/11/2023,87.3
9/12/2023,88.87
9/13/2023,88.59
9/14/2023,90.13
9/15/2023,90.83
9/18/2023,91.47
9/19/2023,91.16
9/20/2023,89.2
9/21/2023,89.56
9/22/2023,90
9/25/2023,89.68
9/26/2023,91.43
9/27/2023,93.67
9/28/2023,91.65
9/29/2023,90.77
10/2/2023,88.81
10/3/2023,89.26
10/4/2023,84.32
10/5/2023,82.3
10/6/2023,82.83
10/9/2023,86.45
10/10/2023,85.89
10/11/2023,83.7
10/12/2023,82.87
10/13/2023,87.67
10/16/2023,86.65
10/17/2023,86.66
10/18/2023,88.35
10/19/2023,89.35
10/20/2023,89.12
10/23/2023,85.49
10/24/2023,84.58
10/25/2023,86.07
10/26/2023,83.8
10/27/2023,86.04
10/30/2023,83.03
10/31/2023,81.64
11/1/2023,81.05
11/2/2023,83.04
11/3/2023,81.19
11/6/2023,81.54
11/7/2023,77.96
11/8/2023,75.85
11/9/2023,76.34
11/10/2023,77.17
11/13/2023,78.86
11/14/2023,78.9
11/15/2023,77.15
11/16/2023,73.5
11/17/2023,76.47
11/20/2023,78.1
11/21/2023,78.35
11/22/2023,76.8
11/24/2023,74.83
11/27/2023,74.46
11/28/2023,76.09
11/29/2023,77.56
11/30/2023,75.66
12/1/2023,73.7
12/4/2023,72.73
12/5/2023,71.95
12/6/2023,68.98
12/7/2023,69
12/8/2023,70.87
12/11/2023,70.95
12/12/2023,68.27
12/13/2023,69.09
12/14/2023,71.21
12/15/2023,71.05
12/18/2023,72.16
12/19/2023,73.23
12/20/2023,73.87
12/21/2023,73.59
12/22/2023,73.29
12/25/2023,73.56
12/26/2023,75.84
12/27/2023,74.31
12/28/2023,72.02
12/29/2023,71.89
1/1/2024,71.65
1/2/2024,70.62
1/3/2024,72.97
1/4/2024,72.38
1/5/2024,74
1/8/2024,71.06
1/9/2024,72.43
1/10/2024,71.57
1/11/2024,72.15
1/12/2024,72.94
1/15/2024,72.5
1/16/2024,72.63
1/17/2024,72.79
1/18/2024,74.32
1/19/2024,73.69
1/22/2024,75.26
1/23/2024,74.72
1/24/2024,75.48
1/25/2024,77.91
1/26/2024,78.45
1/29/2024,77.25
1/30/2024,78.3
1/31/2024,76.28
2/1/2024,74.36
2/2/2024,72.72
2/5/2024,73.21
2/6/2024,73.83
2/7/2024,74.26
2/8/2024,76.67
2/9/2024,77.26
2/12/2024,77.34
2/13/2024,78.28
2/14/2024,77.09
2/15/2024,78.47
2/16/2024,79.65
2/19/2024,79.29
2/20/2024,78.72
2/21/2024,78.89
2/22/2024,79.64
2/23/2024,77.6
2/26/2024,78.53
2/27/2024,79.8
2/28/2024,79.44
2/29/2024,79.22
3/1/2024,80.9
3/4/2024,79.67
3/5/2024,79.11
3/6/2024,80.08
3/7/2024,79.81
3/8/2024,78.96
3/11/2024,78.87
3/12/2024,78.51
3/13/2024,80.67
3/14/2024,82.16
3/15/2024,81.94
3/18/2024,83.68
3/19/2024,84.39
3/20/2024,82.79
3/21/2024,81.99
3/22/2024,81.1
3/25/2024,82.41
3/26/2024,82.41
3/27/2024,82.15
3/28/2024,83.96
3/29/2024,83.17
4/1/2024,84.54
4/2/2024,85.95
4/3/2024,86.22
4/4/2024,87.37
4/5/2024,87.69
4/8/2024,87.24
4/9/2024,86.04
4/10/2024,86.98
4/11/2024,85.79
4/12/2024,86.46
4/15/2024,86.21
4/16/2024,86.15
4/17/2024,83.58
4/18/2024,83.5
4/19/2024,83.79
4/22/2024,83.82
4/23/2024,84.17
4/24/2024,84.09
4/25/2024,84.92
4/26/2024,85.38
4/29/2024,84.26
4/30/2024,83.49
5/1/2024,80.7
5/2/2024,80.59
5/3/2024,79.65
5/6/2024,80.1
5/7/2024,79.97
5/8/2024,80.57
5/9/2024,80.86
5/10/2024,79.81
5/13/2024,80.71
5/14/2024,79.62
5/15/2024,80.23
5/16/2024,80.85
5/17/2024,81.66
5/20/2024,81.39
5/21/2024,80.66
5/22/2024,79.15
5/23/2024,77.47
5/24/2024,78.48
5/27/2024,78.55
5/28/2024,80.9
5/29/2024,80.24
5/30/2024,78.96
5/31/2024,77.97
6/3/2024,75.26
6/4/2024,72.95
6/5/2024,74.44
6/6/2024,74.44
6/7/2024,75.7
6/10/2024,78.04
6/11/2024,78.17
6/12/2024,78.31
6/13/2024,77.79
6/14/2024,78.45
6/17/2024,80.38
6/18/2024,81.61
6/19/2024,81.3
6/20/2024,82.17
6/21/2024,80.73
6/24/2024,80.4
6/25/2024,80.74
6/26/2024,80.65
6/27/2024,81.88
6/28/2024,81.54
7/1/2024,83.41
7/2/2024,83.41
7/3/2024,83.65
7/4/2024,83.65
7/5/2024,83.16
7/8/2024,82.22
7/9/2024,81.64
7/10/2024,82.45
7/11/2024,82.95
7/12/2024,82.21
7/15/2024,81.8
7/16/2024,80.77
7/17/2024,83.23
7/18/2024,82.33
7/19/2024,80.13
7/22/2024,79.78
7/23/2024,77.38
7/24/2024,77.52
7/25/2024,78.28
7/26/2024,77.16
7/29/2024,75.68
7/30/2024,75.27
7/31/2024,75.27
8/1/2024,76.82
8/2/2024,73.52
8/5/2024,74.27
8/6/2024,74.27
8/7/2024,72.89
8/8/2024,76.06
8/9/2024,76.84
8/12/2024,79.64
8/13/2024,79.64
8/14/2024,78.76
8/15/2024,77.91
8/16/2024,77.9
8/19/2024,74.34
8/20/2024,74.04
8/21/2024,71.89
8/22/2024,73.07
8/23/2024,74.83
8/26/2024,75.33
8/27/2024,75.73
8/28/2024,75.73
8/29/2024,75.78
8/30/2024,73.55
9/2/2024,73.1
9/3/2024,70.28
9/4/2024,69.3
9/5/2024,69.34
9/6/2024,67.67
9/9/2024,68.78
9/10/2024,66.37
9/11/2024,67.28
9/12/2024,69.29
9/13/2024,68.65
9/16/2024,70.44
9/17/2024,71.16
9/18/2024,70.18
9/19/2024,71.9
9/20/2024,71.92
9/23/2024,70.56
9/24/2024,70.57
9/25/2024,71.58
9/26/2024,69.54
9/27/2024,68.18
9/30/2024,68.17
10/1/2024,68.27
10/2/2024,70.84
10/3/2024,73.84
10/4/2024,74.38
10/7/2024,73.93
10/8/2024,77.48
10/9/2024,73.39
10/10/2024,73.42
10/11/2024,75.56
10/14/2024,71.69
10/15/2024,71.09
10/16/2024,71.09
10/17/2024,70.76
10/18/2024,70.83
10/21/2024,70.54
10/22/2024,70.54
10/23/2024,71.19
10/24/2024,70.42
10/25/2024,0
10/28/2024,67.95
10/29/2024,67.5
10/30/2024,68.98
10/31/2024,70.62
11/1/2024,69.49
11/4/2024,71.51
11/5/2024,72.08
11/6/2024,71.81
11/7/2024,72.21
11/8/2024,70.38
11/11/2024,68.16
11/12/2024,68.16
11/13/2024,68.07
11/14/2024,68.62
11/15/2024,67.02
11/18/2024,68.98
11/19/2024,68.98
11/20/2024,69.39
11/21/2024,70.14
11/22/2024,71.24
11/25/2024,71.35
11/26/2024,68.87
11/27/2024,68.8
11/28/2024,68.81
11/29/2024,68
12/2/2024,68.11
12/3/2024,70.03
12/4/2024,68.75
12/5/2024,68.42
12/6/2024,67.2
12/9/2024,68.16
12/10/2024,68.53
12/11/2024,70.35
12/12/2024,69.9
12/13/2024,69.93
12/16/2024,70.61
12/17/2024,70.15
12/18/2024,70.19
12/19/2024,70.58
12/20/2024,69.46
12/23/2024,69.48
12/24/2024,70.1
12/25/2024,70.2
12/26/2024,69.68
12/27/2024,70.6
12/30/2024,71.19
12/31/2024,71.72
1/1/2025,71.95
1/2/2025,71.93
1/3/2025,73.13
1/6/2025,73.31
1/7/2025,74.68
1/8/2025,74.72
1/9/2025,73.3
1/10/2025,76.57
1/13/2025,78.77
1/14/2025,78.76
1/15/2025,80.38
1/16/2025,80.38
1/17/2025,77.88
1/20/2025,78.19
1/21/2025,75.89
1/22/2025,75.21
1/23/2025,74.27
1/24/2025,74.66
1/27/2025,73.11
1/28/2025,73.11
1/29/2025,73.88
1/30/2025,72.91
1/31/2025,72.53
2/3/2025,72.45
2/4/2025,72.65
2/5/2025,71.18
2/6/2025,70.58
2/7/2025,71
2/10/2025,72.45
2/11/2025,72.45
2/12/2025,71.2
2/13/2025,71.4
2/14/2025,70.74
2/17/2025,70.28
2/18/2025,71.74
2/19/2025,72.18
2/20/2025,72.57
2/21/2025,70.4
2/24/2025,70.43
2/25/2025,69.08
2/26/2025,68.79
2/27/2025,70.13
2/28/2025,70.13
3/3/2025,68.3
3/4/2025,67.89
3/5/2025,66.46
3/6/2025,66.46
3/7/2025,67.04
3/10/2025,65.71
3/11/2025,66.68
3/12/2025,67.67
3/13/2025,66.87
3/14/2025,67.18
3/17/2025,67.7
3/18/2025,66.81
3/19/2025,67.31
3/20/2025,67.31
3/21/2025,68.28
3/24/2025,69.21
3/25/2025,69.29
3/26/2025,69.29
3/27/2025,69.88
3/28/2025,69.36
3/31/2025,69.37
4/1/2025,71.23
4/2/2025,71.23
4/3/2025,66.72
4/4/2025,61.99
4/7/2025,61.23
4/8/2025,61.23
4/9/2025,62.98
4/10/2025,59.98
4/11/2025,61.5
4/14/2025,61.53
4/15/2025,61.35
4/16/2025,62.92
4/17/2025,64.68
4/18/2025,64.68
4/21/2025,63.59
4/22/2025,64.31
4/23/2025,62.28
4/24/2025,62.28
4/25/2025,63.02
4/28/2025,62.01
4/29/2025,62.01
4/30/2025,58.35
5/1/2025,58.35
5/2/2025,58.29
5/5/2025,57.17
5/6/2025,59.58
5/7/2025,58.01
5/8/2025,60.11
5/9/2025,60.11
5/12/2025,61.99
5/13/2025,61.99
5/14/2025,61.99
5/15/2025,61.81
5/16/2025,62.49
5/19/2025,62.75
5/20/2025,62.56
5/21/2025,61.32
5/22/2025,60.73
5/23/2025,60.73
5/26/2025,61.44
5/27/2025,61.21
5/28/2025,62.37
5/29/2025,60.83
5/30/2025,60.79
6/2/2025,63.05
6/3/2025,63.36
6/4/2025,62.61
6/5/2025,63.22
6/6/2025,64.58
6/9/2025,64.68
6/10/2025,64.77
6/11/2025,68.59
6/12/2025,68.77
6/13/2025,68.77
6/16/2025,72.88
6/17/2025,75.36
6/18/2025,75.29
6/19/2025,75.29
6/20/2025,74.93
6/23/2025,65.14
6/24/2025,65.14
6/25/2025,65.06
6/26/2025,65.12
6/27/2025,65.52
6/30/2025,64.79
7/1/2025,64.9
7/2/2025,65.41
7/3/2025,67.24
7/4/2025,67.13
7/7/2025,66
7/8/2025,67.79
7/9/2025,68.11
7/10/2025,68.15
7/11/2025,66.81
7/14/2025,68.49
7/15/2025,66.97
7/16/2025,66.87
7/17/2025,66.67
7/18/2025,67.55
7/21/2025,67.45
7/22/2025,67.13
7/23/2025,66.21
7/24/2025,65.44
7/25/2025,66.21
7/28/2025,65.26
7/29/2025,66.96
7/30/2025,69.19
7/31/2025,70.31
8/1/2025,69.34
8/4/2025,66.27
8/5/2025,66.28
8/6/2025,64.32
8/7/2025,64.32
8/8/2025,63.86
8/11/2025,64.09
8/12/2025,64.09
8/13/2025,63.16
8/14/2025,62.8
8/15/2025,63.9
8/18/2025,62.63
8/19/2025,63.37
8/20/2025,62.6
8/21/2025,63.49
8/22/2025,63.48
8/25/2025,63.75
8/26/2025,64.69
8/27/2025,63.45
8/28/2025,63.78
8/29/2025,64.21
9/1/2025,63.93
9/2/2025,64.61
9/3/2025,63.79
9/4/2025,63.77
9/5/2025,63.33
9/8/2025,62.19
9/9/2025,62.97
9/10/2025,64.01
9/11/2025,62.71
9/12/2025,63.02
9/15/2025,63.66
9/16/2025,64.89
9/17/2025,64.41
9/18/2025,63.91
9/19/2025,63.02
9/22/2025,62.99
9/23/2025,63.76
9/24/2025,65.4
9/25/2025,65.51
9/26/2025,66.5
9/29/2025,64.27
9/30/2025,63.17
10/1/2025,62.59
10/2/2025,61.28
10/3/2025,61.65
10/6/2025,62.49
10/7/2025,62.52
10/8/2025,63.37
10/9/2025,62.36
10/10/2025,59.75
10/13/2025,59.56
10/14/2025,59.52
10/15/2025,59.08
10/16/2025,58.29
10/17/2025,58.3
10/20/2025,58.34
10/21/2025,58.66
10/22/2025,59.3
10/23/2025,62.44
10/24/2025,62.27
10/27/2025,62.13
10/28/2025,60.97
10/29/2025,61.26
10/30/2025,61.36
10/31/2025,61.75
11/3/2025,61.79
11/4/2025,61.38
11/5/2025,60.4
11/6/2025,60.24
11/7/2025,60.54
11/10/2025,60.94
11/11/2025,61.04
11/12/2025,59.3
11/13/2025,59.54
11/14/2025,60.87
11/17/2025,60.66
11/18/2025,61.51
11/19/2025,60.27
11/20/2025,60.07
11/21/2025,58.86
11/24/2025,59.11
11/25/2025,58.25
11/26/2025,58.81
11/27/2025,59.1
11/28/2025,58.58
12/1/2025,59.47
12/2/2025,58.81
12/3/2025,59.09
12/4/2025,59.82
12/5/2025,60.23
12/8/2025,59.04
12/9/2025,58.4
12/10/2025,58.67
12/11/2025,57.76
12/12/2025,57.61
12/15/2025,56.97
12/16/2025,55.44
12/17/2025,56.07
12/18/2025,56.22
12/19/2025,56.8
12/22/2025,58.18
12/23/2025,58.55
12/24/2025,58.72
12/25/2025,58.35
12/26/2025,56.6
12/29/2025,57.89
12/30/2025,57.79
12/31/2025,57.26
1/1/2026,57.41
1/2/2026,57.21
1/5/2026,58.1
1/6/2026,56.97
1/7/2026,56.01
1/8/2026,57.74
1/9/2026,58.96
1/12/2026,59.39
1/13/2026,60.85
1/14/2026,61.84
1/15/2026,59.13
1/16/2026,59.4
1/19/2026,59.43
1/20/2026,60.3
1/21/2026,60.38
1/22/2026,59.24
1/23/2026,60.7
1/26/2026,60.46
1/27/2026,62.04
1/28/2026,62.75
1/29/2026,64.77
1/30/2026,64.5
2/2/2026,61.6
2/3/2026,62.62
2/4/2026,64.56
2/5/2026,62.9
2/6/2026,63.77
2/9/2026,64.53
2/10/2026,64.2
2/11/2026,64.8
2/12/2026,63.08
2/13/2026,63.05
2/16/2026,63.73
2/17/2026,62.53
2/18/2026,65.33
2/19/2026,66.66
2/20/2026,66.69
2/23/2026,66.36
2/24/2026,65.62
2/25/2026,65.3
2/26/2026,65.1
2/27/2026,66.96
3/2/2026,71.13
3/3/2026,74.48
3/4/2026,74.58
3/5/2026,80.88
3/6/2026,90.77
3/9/2026,94.65
3/10/2026,83.71
3/11/2026,86.8
3/12/2026,95.61
3/13/2026,98.48
3/16/2026,93.39
3/17/2026,96.01
